No.,headline,body,label
107,KULANG SA KONTEKSTO: Sinabi ni Sharon Cuneta na si Robredo ang pangulong paniniwalaan ng NPA,Sinabi ni Sharon Cuneta na si Bise Presidente Leni Robredo ang magiging unang presidente na paniniwalaan ng New People’s Army at magiging kaibigan ng Abu Sayyaf.,False
108,"HINDI TOTOO: 500,000 ang dumalo sa Marcos-Duterte rally sa Las Pinas at sa caravan mula Muntinlupa","500,000 ang dumalo sa rally sa Las Piñas ng kandidato para sa pagkapangulong si Ferdinand “Bongbong” Marcos Jr. at ang kanyang kandidato para sa bise presidente na si Sara Duterte, at sa naunang caravan mula sa karatig na siyudad ng Muntinlupa noong Marso 13, 2022. ",False
109,HINDI TOTOO: Sa Pasig City Hall quadrangle gaganapin ang rally ni Robredo,Sa Pasig City Hall quadrangle gaganapin ang Pasig campaign rally ni Bise Presidente Leni Robredo.,False
110,"HINDI TOTOO: Ayon sa Bombo Radyo Bacolod, 70M ang dumalo sa Leni-Kiko rally","Ayon sa Bombo Radyo Bacolod, 70 milyon ang dumalo sa rally ng kandidato para sa pagkapangulo na si Leni Robredo at tumatakbo bilang bilang bise presidente na si Senador Francis “Kiko” Pangilinan noong Marso 11, 2022, sa Paglaum Sports Complex, Bacolod City. ",False
111,FALSE: Photos showing Putin and Zelenskiy during the 2022 Russia-Ukraine crisis,"Russian president Vladimir Putin is photographed enjoying a vacation, while Ukraine president Volodymyr Zelenskiy is joining the army troops amid the ongoing Russia-Ukraine war.",False
112,FALSE: Galunggong is the easiest fish to raise,Galunggong or round scad (Decapterus macrosoma) is the easiest fish to raise.,False
113,HINDI TOTOO: Itataas nang 29% ang pensiyon ng mga miyembro ng AFP at PNP sa Abril 2022,Itataas ang pensiyon ng lahat ng mga military and uniformed personnel (MUP) o miyembro ng Armed Forces of the Philippines (AFP) at Philippine National Police (PNP) hanggang 29% dahil kasama sila sa pagpapantay ng sahod ng lahat ng mga empleyado ng gobyerno. Matatanggap ang mas mataas na pensiyon na ito sa Abril 2022. ,False
114,FALSE: Priest’s homily in support of BBM-Sara campaign,Priest’s homily in support of BBM-Sara campaign.,False
115,HINDI TOTOO: Kinumpirma ni Duterte na makukulong nang 10 taon si Hontiveros,Kinumpirma ni Pangulong Rodrigo Duterte na makukulong nang 10 taon si Senator Risa Hontiveros dahil sa kasong perjury.,False
116,HINDI TOTOO: Kinulayan ng pink ang Masjid Dimaukom para kay Robredo,Ang pinturang pink sa Masjid Dimaukom sa Maguindanao ay para raw kay Bise Presidente at kandidato para sa pagkapangulong si Leni Robredo.,False
117,HINDI TOTOO: Rappler ang nagsulat ng fact check article na binatikos ni Richard Gomez,Rappler ang nagsulat ng fact check article na binatikos ni Ormoc City Mayor Richard Gomez.,False
118,FALSE: Ex-Miss Ukraine Anastasiia Lenna joins military in fight against Russia,Former Miss Ukraine Anastasiia Lenna has decided to join the military to fight against invading Russian forces.,False
121,HINDI TOTOO: Bongbong Marcos walang kaso ng human rights sa Amerika,Si Ferdinand “Bongbong” Marcos Jr. ay walang kaso ng human rights sa Amerika.,False
122,"HINDI TOTOO: Sabi ni Robredo, sasakyan para sa lahat ang solusyon sa trapik",Sinabi ni Vice President Leni Robredo na dapat lahat ng tao ay may sasakyan bilang solusyon sa trapik sa Metro Manila.,False
123,FALSE: BIR recognizes Ana Maria Rafael as legitimate Beneco general manager,"The Bureau of Internal Revenue (BIR) recognizes lawyer Ana Maria Rafael as the legitimate general manager of the Benguet Electric Cooperative (Beneco), as proven by its decision to allow her camp to print Teller’s Official Receipt.",False
124,"FALSE: Participants in CNN PH presidential, VP debates given questions in advance",The CNN Presidential and Vice Presidential Debates participants were given the questions in advance.,False
125,HINDI TOTOO: Ang SPLAT Communications ay isang data analytics firm,Ang SPLAT Communications ay isang data analytics firm.,False
126,HINDI TOTOO: Sinabi ni Robredo na dapat mangyari sa Pilipinas ang nangyari sa Ukraine,Sinabi ni Robredo na dapat mangyari sa Pilipinas ang nangyari sa Ukraine na lahat ng tao ay nakikipagpatayan.,False
127,HINDI TOTOO: Nakipagsabwatan ang kampo ni Robredo sa Meta at Twitter laban kay Marcos Jr.,Nakipagsabwatan ang kampo ni Vice President Leni Robredo sa Meta at Twitter para atakihin si Ferdinand “Bongbong” Marcos Jr. ,False
128,KULANG SA KONTEKSTO: Bidyo ng pahayag ni Robredo tungkol sa Russia-Ukraine krisis,Pinapakita ng bidyo ang pahayag ni Bise Presidente at kandidato para sa pagkapangulong si Leni Robredo tungkol sa Russia-Ukraine krisis.,False
129,MISSING CONTEXT: Territorial disputes not the root cause of Russia’s attack on Ukraine,Territorial disputes are not the root cause of Russia’s attack on Ukraine. ,False
130,FALSE: Robredo took the PH Bar exam 4 times before passing,It took Vice President Leni Robredo four attempts before she passed the Philippine Bar exam.,False
131,FALSE: Marcos visit in Pangasinan drew 2 million people,Ferdinand “Bongbong” Marcos Jr. was met by a crowd of two million in Pangasinan in February 2022.,False
132,MISSING CONTEXT: Edgar Sarmiento is not a principal author of Samar Island Medical Center bill,Samar 1st District Representative Edgar Mary Sarmiento is not a principal author of the bill which seeks to establish the Samar Island Medical Center. ,False
133,MANIPULADONG VIDEO: Kinanta ni Ely Buendia ang ‘Lutang’ sa grand rally ni Robredo sa Iloilo,Paulit-ulit kinanta ni Ely Buendia ang isang linya ng kantang “Lutang” sa Iloilo grand rally ni presidential candidate Leni Robredo noong Pebrero 25.,False
134,FALSE: Iloilo government required employees to attend Leni-Kiko rally,"Employees and workers in the city and provincial governments of Iloilo were required to attend the Robredo-Pangilinan rally at the Iloilo Sports Complex on February 25, 2022.",False
135,FALSE: Drinking calamansi juice with water can make your eyesight better,Drinking calamansi juice with water can make your eyesight better.,False
136,HINDI TOTOO: Bill Gates nagbigay ng $15 milyon sa kampanya ni Isko Moreno,Binigyan ni Bill Gates ang mayor ng Maynila at kandidato sa pagkapangulo na si Isko Moreno Domagoso ng $15 milyon para sa kanyang kampanya. ,False
137,"FALSE: Supporters of Marcos Jr. give P35,000 ‘ayuda’ per family","Supporters of presidential candidate Ferdinand “Bongbong” Marcos Jr. give aid or “ayuda” worth P35,000 per family.",False
138,FALSE: COVID-19 vaccines can cause the generation of new variants,COVID-19 vaccines can cause the generation of new variants.,False
139,FALSE: Video of air missile and fighter jet attacks in Russia-Ukraine conflict,A video shows air missile strikes and fighter jet attacks in the Russia-Ukraine conflict.,False
140,"FALSE: PhilID is not valid, not accepted in transactions",Philippine Identification (PhilID) is not valid and not accepted in government and private transactions.,False
141,HINDI TOTOO: Ipinagbawal ni Isko Moreno na lumabas ang mga tao para sa caravan ni Marcos Jr.,Nag-utos si Isko Moreno sa mga barangay captain ng lungsod ng Maynila na pagbawalan na lumabas ang mga tao para sa caravan ni Ferdinand “Bongbong” Marcos Jr. sa lungsod.,False
142,FALSE: Cebu Pacific gives cash gift for its 25th anniversary celebration,"Cebu Pacific Air gives out cash gifts worth P7,000 for its 25th anniversary celebration.",False
143,FALSE: Pfizer-BioNTech’s COVID-19 vaccine causes meningitis,Pfizer-BioNTech’s COVID-19 vaccine causes meningitis.,False
144,"HINDI TOTOO: Litrato ng pagsuporta ni Duterte, Bong Go at Gwendolyn Garcia kay Moreno","May litrato na nagpapakitang sumusuporta sina Pangulong Rodrigo Duterte, Senador Bong Go, at Gobernador ng Cebu na si Gwendolyn Garcia sa kandidato sa pagkapangulo na si Isko Moreno.",False
145,HINDI TOTOO: Napaiyak si Isko Moreno nang mapanood ang caravan ni Marcos Jr.,Naiyak si presidential candidate at kasalukuyang mayor Isko Moreno nang mapanood ang caravan ni Marcos Jr. sa lungsod ng Maynila noong Pebrero 20.,False
146,KULANG SA KONTEKSTO: Hindi aprobado ang Konstitusyon na ginawa sa ilalim ni Cory Aquino,Hindi aprobado ang Konstitusyon na ginawa sa ilalim ni Pangulong Corazon Aquino. ,False
147,FALSE: Aphelion phenomenon will cause colder weather,A cosmological event known as the “aphelion phenomenon” will cause cold weather that is colder than normal due to the increased distance of the Earth from the sun. ,False
148,FALSE: Vaccines found to make you less immune to COVID-19,Vaccines were found to make you less immune to COVID-19. ,False
149,HINDI TOTOO: Binigyan ng Oxford si Marcos Jr. ng dual degree certificate,Binigyan ng University of Oxford si Ferdinand “Bongbong” Marcos Jr. ng dual degree certificate.,False
150,KULANG SA KONTEKSTO: Si Ferdinand Marcos ang dahilan kaya may bayan ng GMA sa Cavite,Nabuo ang munisipalidad na General Mariano Alvarez (GMA) sa lalawigan ng Cavite dahil kay dating pangulong Ferdinand Marcos. ,False
151,FALSE: Jollibee expressed support for Marcos Jr.,A Jollibee mascot expressed support for Ferdinand “Bongbong” Marcos Jr.,False
152,FALSE: Priest tells people not to attend mass if not voting for Robredo,"A priest made a Facebook post, supposedly saying people should stop attending church masses if they will not vote for presidential candidate Leni Robredo.",False
153,HINDI TOTOO: Madidiskalipika si Robredo dahil sa pag-endoso ni Cher,Hindi na pahihintulutang tumakbo sa pagkapangulo si Bise Presidente Leni Robredo dahil umano sa pag-endoso sa kanya ng Amerikanong pop icon na si Cher noong Pebrero 16. ,False
154,HINDI TOTOO: Binanatan ng propesor si Robredo dahil sa paunang paghingi ng mga tanong,Binanatan ni University of the Philippines professor “Carlita” Carlos si Leni Robredo sa isang interview dahil sa umano’y paunang paghingi nito ng mga tanong para sa SMNI Presidential Debate.,False
155,"HINDI TOTOO: Ayon sa ABS-CBN, walang aktibidad si Marcos Jr. sa Cavite noong Pebrero 12",Ibinalita ng ABS-CBN na walang aktibidad ang dating senador at ngayo’y tumatakbo sa pagkapangulo na si Ferdinand “Bongbong” Marcos Jr. sa Cavite noong Pebrero 12.,False
156,HINDI TOTOO: Nagluto na lang at di sumipot si Robredo sa SMNI debate dahil takot kay Prof. Carlos,"Absent si Leni Robredo sa SMNI Presidential Debate dahil sa takot kay Professor Clarita Carlos, kaya nagluto na lang siya. ",False
157,HINDI TOTOO: Marcos Jr. sumali sa militar noong 1979,Sumali si Ferdinand “Bongbong” Marcos Jr. sa militar noong 1979 at naging tenyente siya sa ilalim ng Philippine Constabulary. ,False
158,"HINDI TOTOO: 1,000 lang ang dumalo sa ‘Pink Sunday’ rally nina Leni-Kiko sa QC","1,000 lamang ang dumalo sa “Pink Sunday” rally ni presidential candidate Leni Robredo at ng kanyang running mate na si Kiko Pangilinan noong Pebrero 13 sa Quezon Memorial Circle.",False
159,HINDI TOTOO: Bidyo ng pagsuporta ng Iglesia ni Cristo kay Marcos Jr.,Pinapatunayan ng video na nagbigay ng suporta ang Iglesia ni Cristo (INC) sa presidential candidate na si Ferdinand “Bongbong” Marcos Jr.,False
160,"HINDI TOTOO: Kaduda-duda ang Pulse Asia survey dahil 2,000 lamang ang respondents","Kaduda-duda ang Pulse Asia presidential survey dahil 2,000 lamang ang mga respondents kompara sa 53,000 ng survey na isinagawa ng Balitang A2Z.",False
161,HINDI TOTOO: Nakuha ni Marcos Sr. ang pinakamataas na marka sa kasaysayan ng bar exam sa Pilipinas,Nakakuha ng pinakamataas na marka sa kasaysayan ng bar exam sa Pilipinas si dating pangulo at diktador na si Ferdinand Marcos. ,False
162,How to report dubious claims to #FactsFirstPH,BKD Network,False
163,HINDI TOTOO: Katumbas ng bachelor’s degree ang special diploma na nakuha ni Marcos Jr. sa University of Oxford,"Noong panahon na nag-aaral si Ferdinand “Bongbong” Marcos Jr. sa Unibersidad ng Oxford, katumbas ng bachelor’s degree ng nakapagtapos ng kurso ang special diploma na natanggap niya noong 1978. ",False
164,HINDI TOTOO: Bidyo ng pagsuporta ng mga aktor at mamamahayag kay Leni Robredo,Nagpahayag ng suporta ang mga artista at mamamahayag kay Bise Presidente Leni Robredo sa isang political endorsement video.  ,False
165,HINDI TOTOO: Si Ferdinand Marcos ang pinakamayamang tao sa mundo,Si Ferdinand Marcos Sr. ang pinakamayamang tao sa mundo. ,False
166,"FALSE: Video of 50,000 supporters at Marcos-Duterte proclamation rally","50,000 supporters attended the proclamation rally of presidential candidate Ferdinand “Bongbong” Marcos Jr. and vice presidential candidate Sara Duterte at the Philippine Arena in Bocaue, Bulacan.",False
167,HINDI TOTOO: Sinabi ni Escudero na ang bumoto sa kanya noong 2016 ay boboto kay Robredo sa 2022,Sinabi ng gobernador ng Sorsogon na si Francis “Chiz” Escudero ang sumusunod tungkol sa kandidatura sa pagkapangulo ni Vice President Leni Robredo: “Ang limang milyon na bumoto sa akin last 2016 sa pagka-vice president ay alam kong iboboto si VP Leni ngayon. Inaasahan ko na ang lahat ng sumuporta sa akin ay susuportahan si VP Leni at Kiko. Siya ang ating susunod na pangulo! Ang bayan ng Sorsogon ay para kay Leni!”,False
168,HINDI TOTOO: Marcos-Duterte proclamation sa Mandaluyong at Tuguegarao hindi ibinalita ng midya,Hindi ibinalita ng midya ang proclamation rallies ng magkatambal na kandidato para sa pagkapangulo at pagkapangalawang-pangulo na sina Ferdinand “Bongbong” Marcos Jr. at Sara Duterte sa Mandaluyong noong Pebrero 13 at sa Tuguegarao noong Pebrero 14. ,False
169,KULANG SA KONTEKSTO: Sequestered assets ng mga Marcos hindi pruweba ng pagnanakaw,Hindi pruweba ng pagnanakaw ng pamilya Marcos ang assets na sinamsam ng Presidential Commission on Good Government (PCGG) dahil ang pag-sequester ay hindi katumbas ng pagbawi.  ,False
170,HINDI TOTOO: Bidyo ng pahayag ni Vice Ganda tungkol sa pag-host ni Toni Gonzaga sa Marcos rally,Ipinakita sa isang bidyo ang umano’y reaksiyon ni Vice Ganda tungkol sa pag-host ni Toni Gonzaga sa proclamation rally ng kandidato sa pagkapangulong si Ferdinand “Bongbong” Marcos Jr. at ang kanyang running mate na si Sara Duterte na naganap noong Pebrero 8. ,False
171,"HINDI TOTOO: Sinabi ng Associated Press na 300,000 ang dumalo sa Robredo proclamation rally","Ayon umano sa Associated Press, ang tinatayang dumalo sa proclamation rally ni Bise Presidente at kandidato para sa pagkapangulong si Leni Robredo noong Pebrero 8 ay mula sa 300,000 hanggang 600,000. ",False
172,HINDI TOTOO: Bidyo ng pagsigaw ng ‘Marcos pa rin’ sa Robredo proclamation rally,Maririnig umano sa isang video na sumigaw ng “Marcos pa rin” ang audience sa Robredo proclamation rally.,False
173,HINDI TOTOO: Sinabi ni Robredo na ibabalik niya ang Aquino government,"Sinabi umano ni Bise Presidente Leni Robredo sa Twitter na kung mananalo siya bilang pangulo, “Ibabalik ko po ang Aquino government. Kung ano ang ginawa ni PNoy noong 2010-2016 sa Pilipinas ay gagawin ko rin sa 2022-2028.” ",False
174,FALSE: Purtier and Purtier 6th edition food supplements repair cells,The Purtier and Purtier 6th edition food supplements repair cells and reverse the aging process.,False
175,HINDI TOTOO: Si Tiburcio Marcos ay kandidato sa pagkapangulo,"Si Tiburcio Marcos, isa sa mga naghain noon ng certificate of candidacy (COC) para sa pagkapangulo, ay kandidato pa rin ngayong 2022.",False
176,HINDI TOTOO: Tinipid sa materyales ang programang pabahay ni Robredo,Tinipid sa materyales ang mga bahay na ginawa sa Angat Buhay Village ni Bise Presidente Leni Robredo.,False
177,FALSE: Coca-Cola partners with WHO for investment program,Coca-Cola partners with the World Health Organization (WHO) in an investment program for people affected by COVID-19,False
178,HINDI TOTOO: Ibinasura na ng Comelec ang disqualification case laban kay Marcos Jr.,Ibinasura na ng Commission on Elections (Comelec) ang disqualification case laban kay Marcos Jr.,False
179,SATIRE: Sandro Marcos says all family members will win in 2022 without campaigning,"Sandro Marcos, son of presidential aspirant Ferdinand “Bongbong” Marcos Jr., says all the Marcoses who are running in the 2022 elections will win without campaigning.",False
180,HINDI TOTOO: Nagpahayag ng suporta si Jacinda Ardern kay Marcos Jr.,Nagpahayag ng suporta si New Zealand Prime Minister Jacinda Ardern kay Ferdinand “Bongbong” Marcos Jr.,False
181,MISSING CONTEXT: Non-tax revenue constitutes 6% of the PH’s total income,Non-tax revenue constitutes 6% of the country’s total income.,False
182,HINDI TOTOO: Walang nabawi ang Pilipinas mula sa nakaw na yaman ng mga Marcos,Walang nabawi ang Pilipinas mula sa ill-gotten wealth ng mga Marcos,False
183,FALSE: Marcos Jr. submitted correct receipt for tax deficiencies payment,Ferdinand “Bongbong” Marcos Jr. submitted the correct receipt for the payment of his tax deficiencies.,False
184,FALSE: Isko Moreno is the first to declare excess campaign funds,Manila Mayor and presidential aspirant Isko Moreno says he may be the first candidate to declare excess campaign funds.,False
185,FALSE: Comelec releases voter preference results all favoring Marcos Jr.,"Ferdinand “Bongbong” Marcos Jr. is sure to have a landslide victory in the country’s 20 most vote-rich provinces in the upcoming 2022 elections, based on information from the Commission on Elections (Comelec).",False
186,FALSE: Kabataan Partylist nominee behind assassination threat vs Marcos Jr.,Kabataan Partylist’s third nominee Jandeil Roperos is the person behind the account that threatened to assassinate presidential aspirant Ferdinand “Bongbong” Marcos Jr. in a comment on a TikTok video.,False
187,HINDI TOTOO: Dinumog ng tagasuporta ni Marcos Jr. ang GMA station matapos ang Soho interviews,Dinumog ng mga tagasuporta ni Ferdinand “Bongbong” Marcos Jr. ang GMA station pagkatapos ng The Jessica Soho Presidential Interviews na tinanggihan ng kandidato. ,False
188,"FALSE: Foot pads can detoxify the body, reduce risk of cancer and stroke",Footpads can detoxify the body and reduce the risk of cancer and stroke.,False
189,HINDI TOTOO: Phillip Salvador nagpasalamat sa tulong ni Marcos Jr. kay Kris Aquino,Nagpasalamat ang artistang si Phillip Salvador kay Ferdinand “Bongbong” Marcos Jr. para sa tulong nito sa dating kasintahan ni Salvador na si Kris Aquino.,False
190,HINDI TOTOO: Nabakunahan laban sa COVID-19 hindi puwedeng mag-donate ng dugo,Ang mga nabakunahan laban sa COVID-19 ay hindi puwedeng magbigay ng dugo. ,False
191,HINDI TOTOO: Ang ibig sabihin ng salitang ‘maharlika’ ay kapayapaan,Ang ibig sabihin ng salitang “maharlika” ay kapayapaan.,False
192,HINDI TOTOO: Tanggal na bilang Comelec Commissioner si Rowena Guanzon,Tanggal na bilang Commission on Elections (Comelec) Commissioner si Rowena Guanzon dahil gusto nitong i-disqualify si Ferdinand “Bongbong” Marcos Jr. sa presidential election.,False
193,FALSE: Government officials collect vaccination cards to erase records,The government is collecting vaccination cards so they can erase any vaccination records and protect vaccinators from legal liabilities.,False
194,HINDI TOTOO: Magkasalungat na idea sa quote ni Robredo tungkol sa drug war,"Sinabi ni Vice President Leni Robredo na, “Wala akong sinabi na ihinto ang drug war kundi ‘not to continue.’” ",False
195,MISSING CONTEXT: Video of DOH warning against COVID-19 booster shots,The Department of Health (DOH) warns the public against the use of COVID-19 booster shots.,False
196,MISSING CONTEXT: Robredo says she was already helping in Marawi in 2016,"Vice President Leni Robredo says she had been assisting in Marawi since 2016, while the Marawi Siege began on May 23, 2017.",False
197,FALSE: Makabayan lawmakers are communist guerillas’ urban operatives,"The members of Makabayan, a bloc of progressive party-list representatives, are urban operatives of the Communist Party of the Philippines-New People’s Army-National Democratic Front of the Philippines (CPP-NPA-NDFP).",False
198,FALSE: COVID-19 vaccines contain parasitic eggs,COVID-19 vaccine contains parasitic material.,False
199,HINDI TOTOO: Gumamit ng military chopper si Robredo sa relief operation,Nakisakay si Robredo sa isang military chopper para sa isang relief operation sa kasagsagan ng Typhoon Rolly noong 2020.,False
200,HINDI TOTOO: Magandang epekto sa kalusugan ng bawang sa ilalim ng unan,"May ilang benepisyong pangkalusugan daw ang paglalagay ng bawang sa ilalim ng unan, kagaya ng paglakas ng resistensiya, gamot sa baradong ilong, at tulong magkaroon ng maginhawang pagtulog.",False
201,HINDI TOTOO: Nangungunang rice granary ang Filipinas noong panahon ni Marcos,Ang Filipinas ang nangungunang rice granary noong panahon ni dating pangulong Ferdinand Marcos.,False
202,FALSE: ‘Blot Echo Wind Map’ predicts earthquakes,The “Blot Echo Wind Map” predicts earthquakes.,False
203,HINDI TOTOO: Nahalal na bise presidente si Marcos Jr.,Nahalal na bise presidente ang dating senador at ngayon ay tumatakbo sa pagkapangulo na si Ferdinand “Bongbong” Marcos Jr.,False
204,HINDI TOTOO: Kita sa video na sinusuportahan ni Venus Raj si Marcos Jr. sa 2022,Pinapakita ng isang video na sinusuportahan ni Venus Raj si Ferdinand “Bongbong” Marcos Jr. para sa 2022 halalan.,False
205,HINDI TOTOO: Tumanggi sa interview si VP Leni dahil ‘live’ ito,"Tumanggi si Bise Presidente Leni Robredo sa interview ng DZRH at Manila Times dahil “live” ang panayam, at mas pinapaboran daw niya ang “pre-recorded” na madaling iedit bago umere.",False
206,FALSE: Senator Cynthia Villar quote on buying ABS-CBN,Senator Cynthia Villar says: “So what if we buy ABS-CBN?” ,False
207,HINDI TOTOO: GMA nawalan ng P28M nang tumanggi si Marcos Jr. sa Soho interview,"Ayon sa isang kumakalat na bidyo gawa ng “Showbiz Fanaticz” YouTube channel, na dating nang na-fact-check ng Rappler, mahigit sa 10 kliyente ang nag-atras ng advertisement na katumbas ng P28.7 milyon sa GMA Network dahil hindi dumalo si Ferdinand “Bongbong” Marcos Jr.  sa The Jessica Soho Presidential Interviews. ",False
208,FALSE: Singapore refuses to pay loans from PH during Marcos regime,Singapore refuses to pay loans taken from the Philippines during the regime of Ferdinand Marcos.,False
209,HINDI TOTOO: Substitute bill ni Marcos Jr. naging Bangsamoro Organic Law,Ang kapalit na bersiyon o “substitute measure” ng Bangsamoro Basic Law na inisponsor ni dating senador Ferdinand “Bongbong” Marcos Jr. ay ipinasa bilang Bangsamoro Organic Law noong 2018. ,False
210,FALSE: Kris Aquino dies in America on January 23,"Kris Aquino died in America on Sunday, January 23.",False
211,"KULANG SA KONTEKSTO: Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’","Sinabi ni Bise Presidente Leni Robredo na “’Pag naging pangulo ako, walang magbabago.” ",False
212,FALSE: Ferdinand Marcos wrote the 1973 Constitution,Former president Ferdinand Marcos wrote the 1973 Constitution.,False
213,KULANG SA KONTEKSTO: May nakasampang kaso laban kay Robredo,Mayroong nakasampang kaso laban kay Bise Presidente Leni Robredo.,False
214,MISSING CONTEXT: Duterte says COVID-19 booster shots not needed,A video circulating on social media shows President Rodrigo Duterte saying that COVID-19 booster shots are not needed and that two vaccine doses are enough.,False
215,FALSE: Robredo says Duterte will declare martial law or ‘total lockdown’,Vice President Leni Robredo says President Rodrigo Duterte will declare martial law or a “total lockdown.”,False
216,FALSE: Filipinos can register for COVID-19 vaccination exemption cards,Filipinos can register for COVID-19 vaccination exemption cards.,False
217,HINDI TOTOO: Hindi tumanggap si Ferdinand Marcos ng suweldo bilang pangulo,Hindi tumanggap si Ferdinand Marcos ng suweldo bilang pangulo.,False
218,FALSE: COVID-19 vaccines eliminate ‘God Particle’ in the body,COVID-19 vaccines eliminate the “God Particle” in the body.,False
219,HINDI TOTOO: Si Marcos Jr. ang may-akda ng Philippine Baselines Law,Si Ferdinand “Bongbong” Marcos Jr. ang may-akda ng Republic Act No. 9522 o ang Philippine Baselines Law.,False
